20150101 130000;1.209650;1.209770;1.209620;1.209620;0
20150101 130100;1.209630;1.209680;1.209620;1.209620;0
20150101 130200;1.209650;1.209700;1.209610;1.209610;0
20150101 130400;1.209590;1.210080;1.209590;1.209830;0
20150101 130500;1.209880;1.209880;1.209880;1.209880;0
20150101 130600;1.209840;1.209840;1.209820;1.209820;0
20150101 130700;1.209860;1.209990;1.209860;1.209870;0
20150101 130800;1.209980;1.210220;1.209870;1.210080;0
20150101 130900;1.209960;1.209960;1.209960;1.209960;0
20150101 131000;1.210130;1.210190;1.209670;1.209770;0
20150101 131100;1.209760;1.209990;1.209760;1.209880;0
20150101 131200;1.209870;1.209870;1.209870;1.209870;0
20150101 131300;1.209970;1.210060;1.209930;1.210060;0
20150101 131400;1.210070;1.210070;1.210060;1.210060;0
20150101 131600;1.210040;1.210040;1.210040;1.210040;0
20150101 131800;1.210030;1.210040;1.209790;1.209790;0
20150101 132700;1.210030;1.210030;1.209790;1.210030;0
20150101 132800;1.209790;1.210030;1.209790;1.210030;0
20150101 132900;1.210010;1.210030;1.209990;1.210030;0
20150101 133100;1.210330;1.210410;1.210330;1.210330;0
20150101 133200;1.210280;1.210350;1.210060;1.210350;0
20150101 133500;1.210050;1.210060;1.210050;1.210050;0
20150101 133600;1.210040;1.210060;1.210040;1.210060;0
20150101 133700;1.209910;1.210060;1.209910;1.210040;0
20150101 133800;1.210030;1.210040;1.209820;1.210040;0
20150101 133900;1.210190;1.210340;1.210190;1.210340;0
20150101 134000;1.210300;1.210340;1.210300;1.210320;0
20150101 134100;1.210060;1.210070;1.210060;1.210070;0
20150101 134300;1.210030;1.210060;1.210030;1.210060;0
20150101 134400;1.210030;1.210070;1.210030;1.210070;0
20150101 134900;1.210060;1.210070;1.210060;1.210070;0
20150101 135100;1.209780;1.210060;1.209780;1.210060;0
20150101 135200;1.209780;1.210050;1.209780;1.210050;0
20150101 135600;1.210050;1.210050;1.210050;1.210050;0
20150101 135700;1.210030;1.210030;1.210020;1.210020;0
20150101 135900;1.209830;1.210020;1.209800;1.210020;0
20150101 140200;1.210000;1.210020;1.209830;1.210020;0
20150101 170000;1.210370;1.210370;1.210360;1.210360;0
20150101 170100;1.210370;1.210430;1.210350;1.210360;0
20150101 170200;1.210420;1.210440;1.210420;1.210440;0
20150101 170300;1.210420;1.210460;1.210360;1.210450;0
20150101 170400;1.210440;1.210580;1.210370;1.210420;0
20150101 170500;1.210390;1.210390;1.210330;1.210360;0
20150101 170600;1.210370;1.210380;1.210360;1.210360;0
20150101 170700;1.210350;1.210360;1.210350;1.210360;0
20150101 170800;1.210340;1.210340;1.210340;1.210340;0
20150101 170900;1.210340;1.210340;1.210300;1.210300;0
20150101 171000;1.210300;1.210330;1.210300;1.210330;0
20150101 171100;1.210320;1.210430;1.210240;1.210350;0
20150101 171200;1.210330;1.210520;1.210250;1.210380;0
20150101 171300;1.210390;1.210390;1.210370;1.210370;0
20150101 171400;1.210380;1.210630;1.210330;1.210370;0
20150101 171500;1.210360;1.210720;1.210340;1.210380;0
20150101 171600;1.210340;1.210530;1.210210;1.210210;0
20150101 171700;1.210170;1.210180;1.210020;1.210020;0
20150101 171800;1.210040;1.210040;1.210030;1.210030;0
20150101 171900;1.210030;1.210040;1.210020;1.210040;0
20150101 172000;1.210010;1.210030;1.210010;1.210030;0
20150101 172100;1.210050;1.210050;1.210050;1.210050;0
20150101 172200;1.210040;1.210240;1.210040;1.210120;0
20150101 172300;1.210130;1.210190;1.210120;1.210180;0
20150101 172400;1.210190;1.210250;1.210130;1.210130;0
20150101 172500;1.210150;1.210250;1.210150;1.210250;0
20150101 172600;1.210230;1.210230;1.210210;1.210210;0
20150101 172700;1.210190;1.210200;1.210180;1.210200;0
20150101 172800;1.210200;1.210200;1.210100;1.210110;0
20150101 172900;1.210130;1.210150;1.210120;1.210150;0
20150101 173000;1.210190;1.210320;1.210170;1.210190;0
20150101 173100;1.210150;1.210150;1.210090;1.210120;0
20150101 173200;1.210100;1.210110;1.210090;1.210110;0
20150101 173300;1.210190;1.210210;1.210190;1.210210;0
20150101 173400;1.210190;1.210200;1.210190;1.210200;0
20150101 173500;1.210220;1.210220;1.210220;1.210220;0
20150101 173600;1.210220;1.210220;1.210190;1.210190;0
20150101 173700;1.210190;1.210190;1.210110;1.210150;0
