"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.HEADLINE_1","Input.HEADLINE_2","Input.HEADLINE_3","Input.HEADLINE_4","Input.HEADLINE_5","Answer.Q1Answer","Answer.Q2Answer","Answer.Q3Answer","Answer.Q4Answer","Answer.Q5Answer","Approve","Reject"
"3I6NF2WGIGW6LFAJ9ZDRNAR04MM5GS","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","33M4IA01QG19Y811LIV02HRAHOTRXI","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:42:31 PDT 2015","Tue Mar 31 03:42:55 PDT 2015","Tue Mar 31 11:42:55 PDT 2015","2015-03-31 18:44:13 UTC","","","24","100% (69/69)","100% (69/69)","100% (69/69)","Letters: Syria and foreign intervention","China milk scandal Sanlu Group chief stands trial for role in melamine contamination","Toll dodgers tear road through Great Wall","MH370: Malaysia releases cockpit transcript","Eyewitness: Enter the dragon","0","-1","-1","0","0"
"3I6NF2WGIGW6LFAJ9ZDRNAR04MM5GS","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","3E13VNJ1NNVOF8DPO2GKTGMIPDX1IY","A1YJKLVJW1FE33","Submitted","Tue Mar 31 05:13:24 PDT 2015","Tue Mar 31 05:13:40 PDT 2015","Tue Mar 31 13:13:40 PDT 2015","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","Letters: Syria and foreign intervention","China milk scandal Sanlu Group chief stands trial for role in melamine contamination","Toll dodgers tear road through Great Wall","MH370: Malaysia releases cockpit transcript","Eyewitness: Enter the dragon","0","-1","-1","-1","0"
"3I6NF2WGIGW6LFAJ9ZDRNAR04MM5GS","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","326O153BMIY6RYRF8CAO93PZMH0DEY","A610SH5RY1NG1","Submitted","Tue Mar 31 11:00:29 PDT 2015","Tue Mar 31 11:00:40 PDT 2015","Tue Mar 31 19:00:40 PDT 2015","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","Letters: Syria and foreign intervention","China milk scandal Sanlu Group chief stands trial for role in melamine contamination","Toll dodgers tear road through Great Wall","MH370: Malaysia releases cockpit transcript","Eyewitness: Enter the dragon","-1","-2","-1","-1","0"
"3UEDKCTP9VQQA5KLNJD3JMXP29Z7KD","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","35LDD5557A4CHSP2HRKUQOPYFSGKMZ","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:37:38 PDT 2015","Tue Mar 31 03:38:03 PDT 2015","Tue Mar 31 11:38:03 PDT 2015","2015-03-31 18:39:13 UTC","","","25","100% (69/69)","100% (69/69)","100% (69/69)","Eyewitness: Stormy weather","Chinese village protest turns into riot of thousands","China protester paralysed by beating","China and India launch joint anti-terror drill","Flight MH370: passengers on stolen passports 'not Asian looking","0","-1","-2","0","0"
"3UEDKCTP9VQQA5KLNJD3JMXP29Z7KD","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","3AMW0RGHOD2JA17I6K42ZK0XESUNP1","A22CUZ7OKBP8EH","Approved","Tue Mar 31 00:34:09 PDT 2015","Tue Mar 31 00:34:52 PDT 2015","Tue Mar 31 08:34:52 PDT 2015","2015-03-31 15:39:13 UTC","","","43","100% (1/1)","100% (1/1)","100% (1/1)","Eyewitness: Stormy weather","Chinese village protest turns into riot of thousands","China protester paralysed by beating","China and India launch joint anti-terror drill","Flight MH370: passengers on stolen passports 'not Asian looking","0","-1","-2","1","-1"
"3UEDKCTP9VQQA5KLNJD3JMXP29Z7KD","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","3LQ8PUHQFLSZJJY3QRJ5L32P62SIHD","AWG0O1Y2ZKL2E","Approved","Tue Mar 31 04:06:41 PDT 2015","Tue Mar 31 04:07:34 PDT 2015","Tue Mar 31 12:07:34 PDT 2015","2015-03-31 19:09:13 UTC","","","53","100% (2/2)","100% (2/2)","100% (2/2)","Eyewitness: Stormy weather","Chinese village protest turns into riot of thousands","China protester paralysed by beating","China and India launch joint anti-terror drill","Flight MH370: passengers on stolen passports 'not Asian looking","0","-1","-2","1","0"
"3TUOHPJXYHXBKKKTUA041W48R9MWXS","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","39GAF6DQWR0T1EXPN9F385CCXFS1VU","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:21:02 PDT 2015","Tue Mar 31 03:21:26 PDT 2015","Tue Mar 31 11:21:26 PDT 2015","2015-03-31 18:24:13 UTC","","","24","100% (69/69)","100% (69/69)","100% (69/69)","North Korea is direct threat to US, says defence secretary Robert Gates","HIV/Aids activist flees China for US","China finds 2,000-year-old city","Leader: Europe should put a brake on Beijings excesses","China calls Australian spy HQ plans hacking claims 'groundless'","-1","0","0","0","0"
"3TUOHPJXYHXBKKKTUA041W48R9MWXS","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","3PB5A5BD0V6OU3MWNUXQ9E0FDM57G9","A1YJKLVJW1FE33","Submitted","Tue Mar 31 05:20:35 PDT 2015","Tue Mar 31 05:20:52 PDT 2015","Tue Mar 31 13:20:52 PDT 2015","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","North Korea is direct threat to US, says defence secretary Robert Gates","HIV/Aids activist flees China for US","China finds 2,000-year-old city","Leader: Europe should put a brake on Beijings excesses","China calls Australian spy HQ plans hacking claims 'groundless'","-1","-1","1","-1","-1"
"3TUOHPJXYHXBKKKTUA041W48R9MWXS","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","3LRLIPTPEQ9BFRGDKOUPHXUYLBZAKD","A610SH5RY1NG1","Submitted","Tue Mar 31 10:57:21 PDT 2015","Tue Mar 31 10:57:30 PDT 2015","Tue Mar 31 18:57:30 PDT 2015","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","North Korea is direct threat to US, says defence secretary Robert Gates","HIV/Aids activist flees China for US","China finds 2,000-year-old city","Leader: Europe should put a brake on Beijings excesses","China calls Australian spy HQ plans hacking claims 'groundless'","-2","-2","2","-1","-1"
"32CAVSKPCEPQ2FAVSH0WOZFA1EWU1Z","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","33PPUNGG385Y331GM0JLZ27LPORZRN","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:40:27 PDT 2015","Tue Mar 31 03:40:45 PDT 2015","Tue Mar 31 11:40:45 PDT 2015","2015-03-31 18:44:13 UTC","","","18","100% (69/69)","100% (69/69)","100% (69/69)","Chinese conman who fooled officials to demolish police HQ reveals his secrets","George Bushs spyplane statement","China's citizen journalists finding the mouse is mightier than the pen","China: Bo Xilai sentenced to life in verdict intended to send a message","Mao Hengfeng Amnesty urgent action","0","0","0","0","0"
"32CAVSKPCEPQ2FAVSH0WOZFA1EWU1Z","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","3SKRO2GZ71RFL33DO51W6W1VHHMK1S","A1YJKLVJW1FE33","Submitted","Tue Mar 31 05:05:32 PDT 2015","Tue Mar 31 05:05:51 PDT 2015","Tue Mar 31 13:05:51 PDT 2015","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","Chinese conman who fooled officials to demolish police HQ reveals his secrets","George Bushs spyplane statement","China's citizen journalists finding the mouse is mightier than the pen","China: Bo Xilai sentenced to life in verdict intended to send a message","Mao Hengfeng Amnesty urgent action","-1","","0","-1","-1"
"32CAVSKPCEPQ2FAVSH0WOZFA1EWU1Z","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:46:52 PDT 2015","3","BatchId:1880751;","600","28800","Mon Apr 06 22:46:52 PDT 2015","","","345LHZDEDXSPY2M45NJH0CPQHS4U3X","A610SH5RY1NG1","Submitted","Tue Mar 31 10:59:45 PDT 2015","Tue Mar 31 10:59:55 PDT 2015","Tue Mar 31 18:59:55 PDT 2015","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","Chinese conman who fooled officials to demolish police HQ reveals his secrets","George Bushs spyplane statement","China's citizen journalists finding the mouse is mightier than the pen","China: Bo Xilai sentenced to life in verdict intended to send a message","Mao Hengfeng Amnesty urgent action","1","-1","1","-1","1"
