"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.HEADLINE_1","Input.HEADLINE_2","Input.HEADLINE_3","Input.HEADLINE_4","Input.HEADLINE_5","Answer.Q1Answer","Answer.Q2Answer","Answer.Q3Answer","Answer.Q4Answer","Answer.Q5Answer","Approve","Reject"
"3FHTJGYT8N0AEPS2TEM5LGWHVMNGPP","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3RYC5T2D73T4PZZAZRLJ8457FOHRPP","A746183X8258H","Approved","Mon Mar 30 22:39:12 PDT 2015","Mon Mar 30 22:39:38 PDT 2015","Tue Mar 31 06:39:38 PDT 2015","2015-03-31 13:44:13 UTC","","","26","100% (13/13)","100% (13/13)","100% (13/13)","Cameron urges China to take greater role in world affairs","Wang Xiaodong on why China, his country, must not trust the US","China building boom helps make machinery magnate richest man","Flight MH370: hunger strike threat from Chinese passengers relatives","China winning cyber war, Congress warned ","1","1","1","-1","1"
"3FHTJGYT8N0AEPS2TEM5LGWHVMNGPP","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3S0TNUHWKTIPIXHOV9OOHTTDBEVD8S","A1YJKLVJW1FE33","Submitted","Tue Mar 31 05:23:15 PDT 2015","Tue Mar 31 05:23:28 PDT 2015","Tue Mar 31 13:23:28 PDT 2015","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","Cameron urges China to take greater role in world affairs","Wang Xiaodong on why China, his country, must not trust the US","China building boom helps make machinery magnate richest man","Flight MH370: hunger strike threat from Chinese passengers relatives","China winning cyber war, Congress warned ","0","-1","0","-1","-1"
"3FHTJGYT8N0AEPS2TEM5LGWHVMNGPP","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3TXMY6UCAEOLJ9B6H7ADJEWVKK4CQ1","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:19:33 PDT 2015","Tue Mar 31 03:20:04 PDT 2015","Tue Mar 31 11:20:04 PDT 2015","2015-03-31 18:24:13 UTC","","","31","100% (69/69)","100% (69/69)","100% (69/69)","Cameron urges China to take greater role in world affairs","Wang Xiaodong on why China, his country, must not trust the US","China building boom helps make machinery magnate richest man","Flight MH370: hunger strike threat from Chinese passengers relatives","China winning cyber war, Congress warned ","0","-2","0","-1","-1"
"33IXYHIZB5IG24V5LLL5P03C7WH2E8","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3HPZF4IVNMTUSB2S8HR7W0ZXJTICY1","A746183X8258H","Approved","Mon Mar 30 22:38:29 PDT 2015","Mon Mar 30 22:38:50 PDT 2015","Tue Mar 31 06:38:50 PDT 2015","2015-03-31 13:39:13 UTC","","","21","100% (13/13)","100% (13/13)","100% (13/13)","Wife admits killing top banker","Guardian website unblocked in China after users reported access was denied","Olympics blamed for forcible removal of 2m over 20 years","Activist who faced police harassment in China is in US","Half China's chemical plants pose 'grave risk'","-2","-1","-2","-2","-1"
"33IXYHIZB5IG24V5LLL5P03C7WH2E8","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3MX2NQ3YC9UKTL33OBIXZGMEP64X5A","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:43:39 PDT 2015","Tue Mar 31 03:44:13 PDT 2015","Tue Mar 31 11:44:13 PDT 2015","2015-03-31 18:49:13 UTC","","","34","100% (69/69)","100% (69/69)","100% (69/69)","Wife admits killing top banker","Guardian website unblocked in China after users reported access was denied","Olympics blamed for forcible removal of 2m over 20 years","Activist who faced police harassment in China is in US","Half China's chemical plants pose 'grave risk'","-1","1","-1","0","-1"
"33IXYHIZB5IG24V5LLL5P03C7WH2E8","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3NKQQ8O39Y5NGUO1YCPTDLB284IUDI","A39RI813AGKDFK","Approved","Mon Mar 30 22:49:23 PDT 2015","Mon Mar 30 22:49:51 PDT 2015","Tue Mar 31 06:49:51 PDT 2015","2015-03-31 13:54:13 UTC","","","28","100% (2/2)","100% (2/2)","100% (2/2)","Wife admits killing top banker","Guardian website unblocked in China after users reported access was denied","Olympics blamed for forcible removal of 2m over 20 years","Activist who faced police harassment in China is in US","Half China's chemical plants pose 'grave risk'","-1","-1","0","1","-1"
"3GVPRXWRPHUZ4AUXNGSR66ICA5A7I2","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","33SA9F9TRXU504R6P7FE1REKTXYWEI","A1YJKLVJW1FE33","Submitted","Tue Mar 31 05:12:32 PDT 2015","Tue Mar 31 05:12:50 PDT 2015","Tue Mar 31 13:12:50 PDT 2015","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","Bush writes to widow of Chinese pilot","Chinese activists detained after seeking Obama meeting","Xinran: If only a kiss was just a kiss in China","Chongqing tower blocks demolished in controlled explosions  video","China police station attack leaves several dead in Xinjiang","-1","-1","-1","0","-1"
"3GVPRXWRPHUZ4AUXNGSR66ICA5A7I2","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3ATTHHXXWAOW59YIVV1ROPQJUSAIX5","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:16:47 PDT 2015","Tue Mar 31 03:17:31 PDT 2015","Tue Mar 31 11:17:31 PDT 2015","2015-03-31 18:19:13 UTC","","","44","100% (69/69)","100% (69/69)","100% (69/69)","Bush writes to widow of Chinese pilot","Chinese activists detained after seeking Obama meeting","Xinran: If only a kiss was just a kiss in China","Chongqing tower blocks demolished in controlled explosions  video","China police station attack leaves several dead in Xinjiang","1","-1","0","0","-2"
"3GVPRXWRPHUZ4AUXNGSR66ICA5A7I2","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3JZQSN0I3QA19W125DV2X6DWBAKFGH","A746183X8258H","Approved","Mon Mar 30 22:36:04 PDT 2015","Mon Mar 30 22:37:16 PDT 2015","Tue Mar 31 06:37:16 PDT 2015","2015-03-31 13:39:13 UTC","","","72","100% (13/13)","100% (13/13)","100% (13/13)","Bush writes to widow of Chinese pilot","Chinese activists detained after seeking Obama meeting","Xinran: If only a kiss was just a kiss in China","Chongqing tower blocks demolished in controlled explosions  video","China police station attack leaves several dead in Xinjiang","0","0","0","-1","-2"
"3LB1BGHFL2W8S86941HVXQ4IPLYTY5","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","36U2A8VAG1ZCB9EG0U85KJC5O2RKYM","A746183X8258H","Approved","Mon Mar 30 22:38:51 PDT 2015","Mon Mar 30 22:39:11 PDT 2015","Tue Mar 31 06:39:11 PDT 2015","2015-03-31 13:39:14 UTC","","","20","100% (13/13)","100% (13/13)","100% (13/13)","Letter from China:  spirit quest","China voices: the construction worker","Asias richest woman appeals for millions","Chinas Cultural Revolution remembered by artist Xu Weixin - video","China faces up to obesity epidemic","0","0","0","0","0"
